OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
460,467,FS-1419870,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,121,22,BEY5,SANTIAGO,,,,,,2005,2453573.5,203,900,1,Lightning,2453574.5,204,1330,0.25,A,36.01833333,-107.0211111,5,USFS,NM,43,43,Sandoval,b'\x00\x01\xad\x10\x00\x00\x10\xc2i\xe2Y\xc1Z\xc0xc\x1e\xbfX\x02B@\x10\xc2i\xe2Y\xc1Z\xc0xc\x1e\xbfX\x02B@|\x01\x00\x00\x00\x10\xc2i\xe2Y\xc1Z\xc0xc\x1e\xbfX\x02B@\xfe'
461,468,FS-1419871,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,22,15,BEW6,LIMESTONE,,,,,,2005,2453545.5,175,730,1,Lightning,2453545.5,175,1430,0.75,B,43.77444444,-103.6672222,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00 \x84\xd3\xc4\xb3\xeaY\xc0@/\xd3\xfe \xe3E@ \x84\xd3\xc4\xb3\xeaY\xc0@/\xd3\xfe \xe3E@|\x01\x00\x00\x00 \x84\xd3\xc4\xb3\xeaY\xc0@/\xd3\xfe \xe3E@\xfe'
462,469,FS-1419874,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,102,16,BEY5,AMERICAN,,,,,,2005,2453568.5,198,800,1,Lightning,2453570.5,200,1230,1,B,35.98611111,-106.7636111,5,USFS,NM,43,43,Sandoval,"b'\x00\x01\xad\x10\x00\x00\xf8\x13""\x01\xdf\xb0Z\xc0\x10\xd6\x8b\xe38\xfeA@\xf8\x13""\x01\xdf\xb0Z\xc0\x10\xd6\x8b\xe38\xfeA@|\x01\x00\x00\x00\xf8\x13""\x01\xdf\xb0Z\xc0\x10\xd6\x8b\xe38\xfeA@\xfe'"
463,470,FS-1419875,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,23,17,BEW6,NINE MILE,,,,,,2005,2453546.5,176,1300,1,Lightning,2453547.5,177,1500,1.4,B,43.59916667,-103.7091667,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\x08\xc4\x99\xfcb\xedY\xc0p@R~\xb1\xccE@\x08\xc4\x99\xfcb\xedY\xc0p@R~\xb1\xccE@|\x01\x00\x00\x00\x08\xc4\x99\xfcb\xedY\xc0p@R~\xb1\xccE@\xfe'
464,471,FS-1419878,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,73,10,BZ3Q,BURN CANYON,,,,,,2005,2453561.5,191,930,4,Campfire,2453561.5,191,1100,0.1,A,35.98333333,-106.7833333,5,USFS,NM,43,43,Sandoval,"b'\x00\x01\xad\x10\x00\x00\xdc\x8d\x1e""""\xb2Z\xc0`\xb5\xd6\xdd\xdd\xfdA@\xdc\x8d\x1e""""\xb2Z\xc0`\xb5\xd6\xdd\xdd\xfdA@|\x01\x00\x00\x00\xdc\x8d\x1e""""\xb2Z\xc0`\xb5\xd6\xdd\xdd\xfdA@\xfe'"
465,472,FS-1419879,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,31,22,BX34,NORTH POLE,,,,,,2005,2453554.5,184,2030,4,Campfire,2453554.5,184,2115,0.1,A,43.75194444,-103.7338889,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xa4\\\x1b\t\xf8\xeeY\xc0\xc8\x1a%\xb7?\xe0E@\xa4\\\x1b\t\xf8\xeeY\xc0\xc8\x1a%\xb7?\xe0E@|\x01\x00\x00\x00\xa4\\\x1b\t\xf8\xeeY\xc0\xc8\x1a%\xb7?\xe0E@\xfe'
466,473,FS-1419884,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,48,1347,BEZ8,HORSETHIEF,,,,,,2005,2453579.5,209,1800,1,Lightning,2453580.5,210,730,0.1,A,38.79083333,-119.8597222,5,USFS,CA,3,3,Alpine,b'\x00\x01\xad\x10\x00\x00\xd8\xa2X\xb0\x05\xf7]\xc0\xf0w\xcc\x06:eC@\xd8\xa2X\xb0\x05\xf7]\xc0\xf0w\xcc\x06:eC@|\x01\x00\x00\x00\xd8\xa2X\xb0\x05\xf7]\xc0\xf0w\xcc\x06:eC@\xfe'
467,474,FS-1419886,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,30,DR-10,BP6S,INGER FIRE #3,,,,,,2005,2453485.5,115,50,7,Arson,2453485.5,115,145,0.1,A,47.55555556,-93.985,6,OTHER FEDERAL,MN,61,61,Itasca,b'\x00\x01\xad\x10\x00\x00\xd4\xa3p=\n\x7fW\xc0\xd8\xa7\xd0q\x1c\xc7G@\xd4\xa3p=\n\x7fW\xc0\xd8\xa7\xd0q\x1c\xc7G@|\x01\x00\x00\x00\xd4\xa3p=\n\x7fW\xc0\xd8\xa7\xd0q\x1c\xc7G@\xfe'
468,475,FS-1419888,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,31,DR-11,BP6T,INGER FIRE #4,,,,,,2005,2453485.5,115,205,7,Arson,2453485.5,115,315,0.1,A,47.55916667,-93.98666667,6,OTHER FEDERAL,MN,61,61,Itasca,b'\x00\x01\xad\x10\x00\x00\x00\xed\xf5\x8b%\x7fW\xc0\xf0T\x00\xc6\x92\xc7G@\x00\xed\xf5\x8b%\x7fW\xc0\xf0T\x00\xc6\x92\xc7G@|\x01\x00\x00\x00\x00\xed\xf5\x8b%\x7fW\xc0\xf0T\x00\xc6\x92\xc7G@\xfe'
469,476,FS-1419889,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,32,DR-12,BP6V,INGER FIRE #5,,,,,,2005,2453485.5,115,208,7,Arson,2453485.5,115,315,0.1,A,47.56,-93.98805556,6,OTHER FEDERAL,MN,61,61,Itasca,"b'\x00\x01\xad\x10\x00\x00,5cM<\x7fW\xc0P\xe1z\x14\xae\xc7G@,5cM<\x7fW\xc0P\xe1z\x14\xae\xc7G@|\x01\x00\x00\x00,5cM<\x7fW\xc0P\xe1z\x14\xae\xc7G@\xfe'"
470,477,FS-1419890,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,35,DR-13,BQ0N,SPIDER LAKE FIRE,,,,,,2005,2453494.5,124,1630,5,Debris Burning,2453494.5,124,1745,0.1,A,47.50583333,-93.56694444,13,STATE OR PRIVATE,MN,61,61,Itasca,b'\x00\x01\xad\x10\x00\x00\xbc\x1cU\xd1HdW\xc0\xd8\xc9\x84%\xbf\xc0G@\xbc\x1cU\xd1HdW\xc0\xd8\xc9\x84%\xbf\xc0G@|\x01\x00\x00\x00\xbc\x1cU\xd1HdW\xc0\xd8\xc9\x84%\xbf\xc0G@\xfe'
471,478,FS-1419892,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,39,DR-15,BQ4A,MATT ZIMMER ROAD,,,,,,2005,2453497.5,127,1530,9,Miscellaneous,2453497.5,127,1645,0.1,A,47.61277778,-93.67916667,13,STATE OR PRIVATE,MN,61,61,Itasca,b'\x00\x01\xad\x10\x00\x00\xb8\x0b{wwkW\xc0hh\x96\x80o\xceG@\xb8\x0b{wwkW\xc0hh\x96\x80o\xceG@|\x01\x00\x00\x00\xb8\x0b{wwkW\xc0hh\x96\x80o\xceG@\xfe'
472,479,FS-1419896,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,40,DR-16,BQ4T,BOAT AXLE FIRE,,,,,,2005,2453497.5,127,1600,9,Miscellaneous,2453497.5,127,1630,0.1,A,47.42472222,-94.00527778,5,USFS,MN,61,61,Itasca,b'\x00\x01\xad\x10\x00\x00\xb4\x1f\x9dxV\x80W\xc0pd6L]\xb6G@\xb4\x1f\x9dxV\x80W\xc0pd6L]\xb6G@|\x01\x00\x00\x00\xb4\x1f\x9dxV\x80W\xc0pd6L]\xb6G@\xfe'
473,480,FS-1419898,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,72,23,BEX9,PHASE,,,,,,2005,2453551.5,181,1250,4,Campfire,2453551.5,181,1400,0.1,A,35.29083333,-111.6688889,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00H\xcdX\x13\xcf\xea[\xc0\xf0w\xcc\x06:\xa5A@H\xcdX\x13\xcf\xea[\xc0\xf0w\xcc\x06:\xa5A@|\x01\x00\x00\x00H\xcdX\x13\xcf\xea[\xc0\xf0w\xcc\x06:\xa5A@\xfe'
474,481,FS-1419901,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,73,24,BEX9,YELLOW,,,,,,2005,2453551.5,181,1302,4,Campfire,2453551.5,181,1345,0.1,A,35.33361111,-111.5094444,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00t;\xda\xbc\x9a\xe0[\xc0(\x84\xd3\xc4\xb3\xaaA@t;\xda\xbc\x9a\xe0[\xc0(\x84\xd3\xc4\xb3\xaaA@|\x01\x00\x00\x00t;\xda\xbc\x9a\xe0[\xc0(\x84\xd3\xc4\xb3\xaaA@\xfe'
475,482,FS-1419902,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,1,W-01,BE1W,TRADER FIRE,,,,,,2005,2453446.5,76,1615,7,Arson,2453446.5,76,1730,0.1,A,47.11777778,-94.50416667,5,USFS,MN,21,21,Cass,b'\x00\x01\xad\x10\x00\x00\x84\xd8GDD\xa0W\xc0\xd8\xa5\xa0W\x13\x8fG@\x84\xd8GDD\xa0W\xc0\xd8\xa5\xa0W\x13\x8fG@|\x01\x00\x00\x00\x84\xd8GDD\xa0W\xc0\xd8\xa5\xa0W\x13\x8fG@\xfe'
476,483,FS-1419903,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,32,7,BEY5,LA JOYA,,,,,,2005,2453533.5,163,1305,1,Lightning,2453534.5,164,1600,0.75,B,35.55138889,-105.765,5,USFS,NM,49,49,Santa Fe,b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5pZ\xc0\xc8\xf6@\xe9\x93\xc6A@(\\\x8f\xc2\xf5pZ\xc0\xc8\xf6@\xe9\x93\xc6A@|\x01\x00\x00\x00(\\\x8f\xc2\xf5pZ\xc0\xc8\xf6@\xe9\x93\xc6A@\xfe'
477,484,FS-1419905,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,33,8,BEY5,FISHER,,,,,,2005,2453534.5,164,1030,1,Lightning,2453534.5,164,1500,0.25,A,35.56694444,-105.4455556,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00\x0c\xb0w\xfb\x83\\Z\xc0\x809\xaa\xa2\x91\xc8A@\x0c\xb0w\xfb\x83\\Z\xc0\x809\xaa\xa2\x91\xc8A@|\x01\x00\x00\x00\x0c\xb0w\xfb\x83\\Z\xc0\x809\xaa\xa2\x91\xc8A@\xfe'
478,485,FS-1419906,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,74,25,BW91,TRAILER,,,,,,2005,2453551.5,181,1643,9,Miscellaneous,2453551.5,181,1800,0.1,A,35.27388889,-111.5866667,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00dS\\\xf2\x8b\xe5[\xc0\xe0\xa4\x88\xca\x0e\xa3A@dS\\\xf2\x8b\xe5[\xc0\xe0\xa4\x88\xca\x0e\xa3A@|\x01\x00\x00\x00dS\\\xf2\x8b\xe5[\xc0\xe0\xa4\x88\xca\x0e\xa3A@\xfe'
479,486,FS-1419908,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,34,9,BEY5,WILD HORSE,,,,,,2005,2453534.5,164,1400,1,Lightning,2453535.5,165,2000,1,B,35.70111111,-105.8133333,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x000F=\xa7\rtZ\xc0\x00(D\x02\xbe\xd9A@0F=\xa7\rtZ\xc0\x00(D\x02\xbe\xd9A@|\x01\x00\x00\x000F=\xa7\rtZ\xc0\x00(D\x02\xbe\xd9A@\xfe'
480,487,FS-1419909,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,903,Chippewa National Forest,6,W-02,BE1W,MIDWAY FIRE,,,,,,2005,2453464.5,94,230,5,Debris Burning,2453465.5,95,1015,0.1,A,47.1175,-94.51,13,STATE OR PRIVATE,MN,21,21,Cass,b'\x00\x01\xad\x10\x00\x00p=\n\xd7\xa3\xa0W\xc0\xe0\xa3p=\n\x8fG@p=\n\xd7\xa3\xa0W\xc0\xe0\xa3p=\n\x8fG@|\x01\x00\x00\x00p=\n\xd7\xa3\xa0W\xc0\xe0\xa3p=\n\x8fG@\xfe'
481,488,FS-1419911,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,35,10,BEY5,MACHO,,,,,,2005,2453534.5,164,1400,1,Lightning,2453535.5,165,1500,0.5,B,35.72888889,-105.7611111,5,USFS,NM,47,47,San Miguel,"b'\x00\x01\xad\x10\x00\x00\x9c\x84_\x0b\xb6pZ\xc0\xe8{,;L\xddA@\x9c\x84_\x0b\xb6pZ\xc0\xe8{,;L\xddA@|\x01\x00\x00\x00\x9c\x84_\x0b\xb6pZ\xc0\xe8{,;L\xddA@\xfe'"
482,489,FS-1419915,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,77,26,BEX9,STUMP,,,,,,2005,2453554.5,184,1515,4,Campfire,2453554.5,184,1545,0.1,A,35.33277778,-111.5061111,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\xe4e\xda\x1fd\xe0[\xc0\xc8\xf7Xv\x98\xaaA@\xe4e\xda\x1fd\xe0[\xc0\xc8\xf7Xv\x98\xaaA@|\x01\x00\x00\x00\xe4e\xda\x1fd\xe0[\xc0\xc8\xf7Xv\x98\xaaA@\xfe'
483,490,FS-1419923,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,79,27,BEX9,INDEPENDANCE,,,,,,2005,2453555.5,185,1721,9,Miscellaneous,2453555.5,185,1930,0.3,B,35.33861111,-111.5291667,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd\xe1[\xc0\x98\xc1\xdd\x9bW\xabA@\x1cr\xe1\xdd\xdd\xe1[\xc0\x98\xc1\xdd\x9bW\xabA@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd\xe1[\xc0\x98\xc1\xdd\x9bW\xabA@\xfe'
484,491,FS-1419930,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,81,28,BEX9,HILL TOP,,,,,,2005,2453556.5,186,1053,4,Campfire,2453556.5,186,1125,0.1,A,35.335,-111.5041667,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\x84\xd8GDD\xe0[\xc0\x80\x14\xaeG\xe1\xaaA@\x84\xd8GDD\xe0[\xc0\x80\x14\xaeG\xe1\xaaA@|\x01\x00\x00\x00\x84\xd8GDD\xe0[\xc0\x80\x14\xaeG\xe1\xaaA@\xfe'
485,492,FS-1419932,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,36,11,BEY5,KIWI,,,,,,2005,2453534.5,164,1500,1,Lightning,2453535.5,165,1200,0.1,A,35.6875,-105.7091667,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00\x08\xc4\x99\xfcbmZ\xc0\x08\x00\x00\x00\x00\xd8A@\x08\xc4\x99\xfcbmZ\xc0\x08\x00\x00\x00\x00\xd8A@|\x01\x00\x00\x00\x08\xc4\x99\xfcbmZ\xc0\x08\x00\x00\x00\x00\xd8A@\xfe'
486,493,FS-1419934,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,82,29,BEX9,TANK,,,,,,2005,2453556.5,186,1716,8,Children,2453556.5,186,1845,0.1,A,35.29166667,-111.625,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@\xfe'
487,494,FS-1419935,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,50,14,BEY5,ANTON CHICO,,,,,,2005,2453546.5,176,1845,1,Lightning,2453546.5,176,1945,0.1,A,35.29555556,-105.2286111,5,USFS,NM,47,47,San Miguel,"b'\x00\x01\xad\x10\x00\x00\xf0<~\x90\xa1NZ\xc0\xf0,\xbc\xc3\xd4\xa5A@\xf0<~\x90\xa1NZ\xc0\xf0,\xbc\xc3\xd4\xa5A@|\x01\x00\x00\x00\xf0<~\x90\xa1NZ\xc0\xf0,\xbc\xc3\xd4\xa5A@\xfe'"
488,495,FS-1419936,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,55,15,BEY5,LONE PINE,,,,,,2005,2453548.5,178,1400,1,Lightning,2453549.5,179,1400,0.25,A,35.81277778,-105.4988889,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00\xd0\xb8\xaa\xcb\xed_Z\xc0\x00\x020\x1a\t\xe8A@\xd0\xb8\xaa\xcb\xed_Z\xc0\x00\x020\x1a\t\xe8A@|\x01\x00\x00\x00\xd0\xb8\xaa\xcb\xed_Z\xc0\x00\x020\x1a\t\xe8A@\xfe'
489,496,FS-1419938,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,56,16,BEY5,ESCODIDO,,,,,,2005,2453548.5,178,1100,1,Lightning,2453548.5,178,2000,0.8,B,35.52888889,-105.6383333,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00\xfc\x12\nt\xdahZ\xc0P\xe2\x92\xa1\xb2\xc3A@\xfc\x12\nt\xdahZ\xc0P\xe2\x92\xa1\xb2\xc3A@|\x01\x00\x00\x00\xfc\x12\nt\xdahZ\xc0P\xe2\x92\xa1\xb2\xc3A@\xfe'
490,497,FS-1419939,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,83,30,BEX9,SCHULTZ,,,,,,2005,2453557.5,187,909,8,Children,2453557.5,187,1030,0.1,A,35.29166667,-111.625,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff\xe7[\xc0\xe0}\\UU\xa5A@\xfe'
491,498,FS-1419940,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,57,17,BEY5,QUINTA,,,,,,2005,2453548.5,178,1300,1,Lightning,2453549.5,179,1200,0.1,A,35.60194444,-105.525,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00\x98\x99\x99\x99\x99aZ\xc0\x98\xe7\xf1\x83\x0c\xcdA@\x98\x99\x99\x99\x99aZ\xc0\x98\xe7\xf1\x83\x0c\xcdA@|\x01\x00\x00\x00\x98\x99\x99\x99\x99aZ\xc0\x98\xe7\xf1\x83\x0c\xcdA@\xfe'
492,499,FS-1419944,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,49,30,BEW6,HOPKINS,,,,,,2005,2453575.5,205,1500,1,Lightning,2453576.5,206,1300,2,B,43.61638889,-103.6555556,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00L\xbaN\x9f\xf4\xe9Y\xc0\x80\x15\xc6\xd4\xe5\xceE@L\xbaN\x9f\xf4\xe9Y\xc0\x80\x15\xc6\xd4\xe5\xceE@|\x01\x00\x00\x00L\xbaN\x9f\xf4\xe9Y\xc0\x80\x15\xc6\xd4\xe5\xceE@\xfe'
493,500,FS-1419950,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,3,WY-BHF-043,BEW5,SHEEP,,,,,,2005,2453542.5,172,2230,1,Lightning,2453543.5,173,1630,0.1,A,44.155,-107.0241667,5,USFS,WY,19,19,Johnson,b'\x00\x01\xad\x10\x00\x00dS\\\xf2\x8b\xc1Z\xc0\xa8p=\n\xd7\x13F@dS\\\xf2\x8b\xc1Z\xc0\xa8p=\n\xd7\x13F@|\x01\x00\x00\x00dS\\\xf2\x8b\xc1Z\xc0\xa8p=\n\xd7\x13F@\xfe'
494,501,FS-1419952,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,15,WY-BHFnone,BEW5,POISON CREEK,,,,,,2005,2453561.5,191,1000,4,Campfire,2453561.5,191,1130,0.1,A,44.13555556,-107.4841667,5,USFS,WY,19,19,Johnson,b'\x00\x01\xad\x10\x00\x00\xa4]3\x96\xfc\xdeZ\xc0\xe0~t\xe2Y\x11F@\xa4]3\x96\xfc\xdeZ\xc0\xe0~t\xe2Y\x11F@|\x01\x00\x00\x00\xa4]3\x96\xfc\xdeZ\xc0\xe0~t\xe2Y\x11F@\xfe'
495,502,FS-1419955,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,12,WY-BHF-116,BEW5,CHILDS CREEK,,,,,,2005,2453576.5,206,1400,1,Lightning,2453577.5,207,700,0.1,A,44.04805556,-107.2794444,5,USFS,WY,43,43,Washakie,b'\x00\x01\xad\x10\x00\x00T\xb6\xeej\xe2\xd1Z\xc0\xb0KA\xaf&\x06F@T\xb6\xeej\xe2\xd1Z\xc0\xb0KA\xaf&\x06F@|\x01\x00\x00\x00T\xb6\xeej\xe2\xd1Z\xc0\xb0KA\xaf&\x06F@\xfe'
496,503,FS-1419956,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,29,3,BEY5,BISHOP,,,,,,2005,2453531.5,161,1231,1,Lightning,2453531.5,161,1700,0.1,A,35.74305556,-105.8836111,5,USFS,NM,49,49,Santa Fe,b'\x00\x01\xad\x10\x00\x00@\xf5\x9c\x15\x8dxZ\xc0\xd8\xa7\xd0q\x1c\xdfA@@\xf5\x9c\x15\x8dxZ\xc0\xd8\xa7\xd0q\x1c\xdfA@|\x01\x00\x00\x00@\xf5\x9c\x15\x8dxZ\xc0\xd8\xa7\xd0q\x1c\xdfA@\xfe'
497,504,FS-1419958,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,50,31,BEW6,LIME KILN,,,,,,2005,2453575.5,205,1525,1,Lightning,2453575.5,205,1900,1,B,43.59361111,-103.6225,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xa0p=\n\xd7\xe7Y\xc0\x08\xff\xe7r\xfb\xcbE@\xa0p=\n\xd7\xe7Y\xc0\x08\xff\xe7r\xfb\xcbE@|\x01\x00\x00\x00\xa0p=\n\xd7\xe7Y\xc0\x08\xff\xe7r\xfb\xcbE@\xfe'
498,505,FS-1419960,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,46,4,BEY5,THOMPSON,,,,,,2005,2453542.5,172,2030,1,Lightning,2453543.5,173,1750,0.1,A,35.67388889,-105.8311111,5,USFS,NM,49,49,Santa Fe,b'\x00\x01\xad\x10\x00\x00\xb02\xa7\xec0uZ\xc0\x10\xd8\xbb\xfdA\xd6A@\xb02\xa7\xec0uZ\xc0\x10\xd8\xbb\xfdA\xd6A@|\x01\x00\x00\x00\xb02\xa7\xec0uZ\xc0\x10\xd8\xbb\xfdA\xd6A@\xfe'
499,506,FS-1419962,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,11,WY-BHF-114,BEW5,LEIGH CREEK,,,,,,2005,2453576.5,206,800,1,Lightning,2453577.5,207,700,1,B,44.07583333,-107.3030556,5,USFS,WY,43,43,Washakie,b'\x00\x01\xad\x10\x00\x00\x88\xc4%Ce\xd3Z\xc0\x08&\x14\xe8\xb4\tF@\x88\xc4%Ce\xd3Z\xc0\x08&\x14\xe8\xb4\tF@|\x01\x00\x00\x00\x88\xc4%Ce\xd3Z\xc0\x08&\x14\xe8\xb4\tF@\xfe'
500,507,FS-1419963,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,35,24,BEW6,HOLY LAND,,,,,,2005,2453558.5,188,1330,1,Lightning,2453558.5,188,1700,0.1,A,43.84055556,-103.6263889,5,USFS,SD,33,33,Custer,"b'\x00\x01\xad\x10\x00\x00,Hm\xc1\x16\xe8Y\xc0\xe8U\x18S\x97\xebE@,Hm\xc1\x16\xe8Y\xc0\xe8U\x18S\x97\xebE@|\x01\x00\x00\x00,Hm\xc1\x16\xe8Y\xc0\xe8U\x18S\x97\xebE@\xfe'"
501,508,FS-1419968,FED,FS-FIRESTAT,FS,USORMHF,Mt. Hood National Forest,606,Mt. Hood National Forest,7,505,BE01,BATTLE AXE,,,,,,2005,2453572.5,202,1430,1,Lightning,2453573.5,203,1600,0.2,A,44.83833333,-122.1116667,5,USFS,OR,5,5,Clackamas,b'\x00\x01\xad\x10\x00\x00\x00\xed\xf5\x8b%\x87^\xc0\xa0\xbf\xad\x81NkF@\x00\xed\xf5\x8b%\x87^\xc0\xa0\xbf\xad\x81NkF@|\x01\x00\x00\x00\x00\xed\xf5\x8b%\x87^\xc0\xa0\xbf\xad\x81NkF@\xfe'
502,509,FS-1419969,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,8,WY-BHF-071,BZ8S,SOLDIER,,,,,,2005,2453564.5,194,1007,2,Equipment Use,2453564.5,194,1100,0.1,A,44.35027778,-107.0125,5,USFS,WY,19,19,Johnson,"b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcc\xc0Z\xc0\xd0\xce\xfc\xe6\xd5,F@\xcc\xcc\xcc\xcc\xcc\xc0Z\xc0\xd0\xce\xfc\xe6\xd5,F@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcc\xc0Z\xc0\xd0\xce\xfc\xe6\xd5,F@\xfe'"
