OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
1233,1247,FS-1421602,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,1,7001,BLR2,ROCK PINE PILES,,,,,,2005,2453438.5,68,1900,7,Arson,2453439.5,69,1000,0.1,A,48.87833333,-116.2883333,5,USFS,ID,21,21,Boundary,b'\x00\x01\xad\x10\x00\x00\x94\xac\xa3\rt\x12]\xc0 \xab\xff9mpH@\x94\xac\xa3\rt\x12]\xc0 \xab\xff9mpH@|\x01\x00\x00\x00\x94\xac\xa3\rt\x12]\xc0 \xab\xff9mpH@\xfe'
1234,1248,FS-1421603,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,11,6,BEZ0,EAST MART,,,,,,2005,2453548.5,178,1000,1,Lightning,2453548.5,178,1730,0.2,A,37.81666667,-111.7708333,5,USFS,UT,17,17,Garfield,b'\x00\x01\xad\x10\x00\x00\x10\xc1QUU\xf1[\xc0\x18\xb1\x8f\x88\x88\xe8B@\x10\xc1QUU\xf1[\xc0\x18\xb1\x8f\x88\x88\xe8B@|\x01\x00\x00\x00\x10\xc1QUU\xf1[\xc0\x18\xb1\x8f\x88\x88\xe8B@\xfe'
1235,1249,FS-1421604,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,70,1-044,B37C,590,,,,,,2005,2453596.5,226,1315,4,Campfire,2453596.5,226,1728,0.3,B,44.30888889,-121.7013889,5,USFS,OR,17,17,Deschutes,"b""\x00\x01\xad\x10\x00\x00\xf8\x14:\x8e\xe3l^\xc0\xf0R\xd0\xab\x89'F@\xf8\x14:\x8e\xe3l^\xc0\xf0R\xd0\xab\x89'F@|\x01\x00\x00\x00\xf8\x14:\x8e\xe3l^\xc0\xf0R\xd0\xab\x89'F@\xfe"""
1236,1250,FS-1421605,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,12,6002,BEV6,BARTON HUMP,,,,,,2005,2453539.5,169,1622,1,Lightning,2453540.5,170,1226,0.1,A,48.03805556,-116.4275,5,USFS,ID,17,17,Bonner,"b'\x00\x01\xad\x10\x00\x00\x8c\xc2\xf5(\\\x1b]\xc0\xc8\xd0,\x01\xdf\x04H@\x8c\xc2\xf5(\\\x1b]\xc0\xc8\xd0,\x01\xdf\x04H@|\x01\x00\x00\x00\x8c\xc2\xf5(\\\x1b]\xc0\xc8\xd0,\x01\xdf\x04H@\xfe'"
1237,1251,FS-1421606,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,5,6001,B537,JOHNSON POINT,,,,,,2005,2453519.5,149,1958,9,Miscellaneous,2453520.5,150,1546,3.3,B,48.12916667,-116.2866667,5,USFS,ID,17,17,Bonner,b'\x00\x01\xad\x10\x00\x004 )\xbfX\x12]\xc0\x18\xb1\x8f\x88\x88\x10H@4 )\xbfX\x12]\xc0\x18\xb1\x8f\x88\x88\x10H@|\x01\x00\x00\x004 )\xbfX\x12]\xc0\x18\xb1\x8f\x88\x88\x10H@\xfe'
1238,1252,FS-1421607,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,33,6006,BEV6,SOUTH LIGHTNING,,,,,,2005,2453593.5,223,1231,1,Lightning,2453597.5,227,1531,2,B,48.26527778,-116.0930556,5,USFS,ID,17,17,Bonner,b'\x00\x01\xad\x10\x00\x00L\xbaN\x9f\xf4\x05]\xc0X\xbaN\x9f\xf4!H@L\xbaN\x9f\xf4\x05]\xc0X\xbaN\x9f\xf4!H@|\x01\x00\x00\x00L\xbaN\x9f\xf4\x05]\xc0X\xbaN\x9f\xf4!H@\xfe'
1239,1253,FS-1421608,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,22,7004,BEV6,BALL CREEK,,,,,,2005,2453592.5,222,1300,1,Lightning,2453595.5,225,1258,1.3,B,48.79972222,-116.465,5,USFS,ID,21,21,Boundary,b'\x00\x01\xad\x10\x00\x00\xf4(\\\x8f\xc2\x1d]\xc0pd6L]fH@\xf4(\\\x8f\xc2\x1d]\xc0pd6L]fH@|\x01\x00\x00\x00\xf4(\\\x8f\xc2\x1d]\xc0pd6L]fH@\xfe'
1240,1254,FS-1421609,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,29,6004,BEV6,EMMETT,,,,,,2005,2453592.5,222,1845,1,Lightning,2453593.5,223,1335,0.1,A,48.04083333,-116.6066667,5,USFS,ID,17,17,Bonner,b'\x00\x01\xad\x10\x00\x00H\xcep\xa0\xd3&]\xc0\xf0w\xcc\x06:\x05H@H\xcep\xa0\xd3&]\xc0\xf0w\xcc\x06:\x05H@|\x01\x00\x00\x00H\xcep\xa0\xd3&]\xc0\xf0w\xcc\x06:\x05H@\xfe'
1241,1255,FS-1421610,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,69,69,B34H,589,,,,,,2005,2453594.5,224,1401,9,Miscellaneous,2453594.5,224,1900,0.1,A,43.72638889,-121.4122222,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00heN\xd9aZ^\xc00]\xa7O\xfa\xdcE@heN\xd9aZ^\xc00]\xa7O\xfa\xdcE@|\x01\x00\x00\x00heN\xd9aZ^\xc00]\xa7O\xfa\xdcE@\xfe'
1242,1256,FS-1421611,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,31,6005,BEV6,EAST FORK PEAK,,,,,,2005,2453593.5,223,1234,1,Lightning,2453595.5,225,1500,0.4,B,48.25055556,-116.0627778,5,USFS,ID,17,17,Bonner,b'\x00\x01\xad\x10\x00\x00\xfc\x00\x18\x8d\x04\x04]\xc0\x00\x04`4\x12 H@\xfc\x00\x18\x8d\x04\x04]\xc0\x00\x04`4\x12 H@|\x01\x00\x00\x00\xfc\x00\x18\x8d\x04\x04]\xc0\x00\x04`4\x12 H@\xfe'
1243,1257,FS-1421612,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,622,Columbia River Gorge National Scenic Area,19,38,BE0V,MP 51,,,,,,2005,2453555.5,185,625,9,Miscellaneous,2453555.5,185,730,0.1,A,45.70222222,-121.7525,5,USFS,WA,59,59,Skamania,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(p^\xc0`\xb6\xeej\xe2\xd9F@X\x8f\xc2\xf5(p^\xc0`\xb6\xeej\xe2\xd9F@|\x01\x00\x00\x00X\x8f\xc2\xf5(p^\xc0`\xb6\xeej\xe2\xd9F@\xfe'
1244,1258,FS-1421614,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,18,6003,B3PX,TRESTLE RIDGE,,,,,,2005,2453590.5,220,1643,9,Miscellaneous,2453592.5,222,1018,0.8,B,48.37555556,-116.2266667,5,USFS,ID,17,17,Bonner,b'\x00\x01\xad\x10\x00\x00\x90\xaf\xeb\xb4\x81\x0e]\xc0\x00\x04`4\x120H@\x90\xaf\xeb\xb4\x81\x0e]\xc0\x00\x04`4\x120H@|\x01\x00\x00\x00\x90\xaf\xeb\xb4\x81\x0e]\xc0\x00\x04`4\x120H@\xfe'
1245,1259,FS-1421615,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,71,71,B4CW,597,,,,,,2005,2453598.5,228,118,9,Miscellaneous,2453598.5,228,1059,0.2,A,43.69694444,-121.6552778,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00L\xb96\x12\xf0i^\xc0\xf0v\xb4y5\xd9E@L\xb96\x12\xf0i^\xc0\xf0v\xb4y5\xd9E@|\x01\x00\x00\x00L\xb96\x12\xf0i^\xc0\xf0v\xb4y5\xd9E@\xfe'
1246,1260,FS-1421617,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,72,72,B4M0,621,,,,,,2005,2453602.5,232,754,4,Campfire,2453602.5,232,1120,0.1,A,44.00333333,-121.3947222,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\xe0y\xfc CY^\xc0 \xab\xff9m\x00F@\xe0y\xfc CY^\xc0 \xab\xff9m\x00F@|\x01\x00\x00\x00\xe0y\xfc CY^\xc0 \xab\xff9m\x00F@\xfe'
1247,1261,FS-1421619,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,415,Caribou-Targhee National Forest,4,54-01,BX2E,DISPERSAL,,,,,,2005,2453555.5,185,1600,4,Campfire,2453555.5,185,1730,0.1,A,43.17638889,-111.0575,5,USFS,WY,23,23,Lincoln,b'\x00\x01\xad\x10\x00\x00D\xe1z\x14\xae\xc3[\xc0\xc8\xf6@\xe9\x93\x96E@D\xe1z\x14\xae\xc3[\xc0\xc8\xf6@\xe9\x93\x96E@|\x01\x00\x00\x00D\xe1z\x14\xae\xc3[\xc0\xc8\xf6@\xe9\x93\x96E@\xfe'
1248,1262,FS-1421620,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,73,73,B4PH,624,,,,,,2005,2453603.5,233,1111,4,Campfire,2453603.5,233,1134,0.1,A,43.97722222,-121.4097222,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\x0c\xd6\x8b\xe38Z^\xc0\x90\xe9!\x9e\x15\xfdE@\x0c\xd6\x8b\xe38Z^\xc0\x90\xe9!\x9e\x15\xfdE@|\x01\x00\x00\x00\x0c\xd6\x8b\xe38Z^\xc0\x90\xe9!\x9e\x15\xfdE@\xfe'
1249,1263,FS-1421623,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,415,Caribou-Targhee National Forest,27,57-09,B41Q,PONDO,,,,,,2005,2453606.5,236,1645,4,Campfire,2453606.5,236,1800,0.1,A,42.67555556,-112.4102778,5,USFS,ID,5,5,Bannock,b'\x00\x01\xad\x10\x00\x00\x04\xd8\xbb\xfdA\x1a\\\xc0hj\xc6\x9axVE@\x04\xd8\xbb\xfdA\x1a\\\xc0hj\xc6\x9axVE@|\x01\x00\x00\x00\x04\xd8\xbb\xfdA\x1a\\\xc0hj\xc6\x9axVE@\xfe'
1250,1264,FS-1421624,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,104,Idaho Panhandle National Forest,55,7010,B5CL,DEER CREEK,,,,,,2005,2453609.5,239,1813,9,Miscellaneous,2453609.5,239,2236,0.1,A,48.885,-116.1027778,5,USFS,ID,21,21,Boundary,b'\x00\x01\xad\x10\x00\x00\xbc\xf6@\xe9\x93\x06]\xc0\xe8z\x14\xaeGqH@\xbc\xf6@\xe9\x93\x06]\xc0\xe8z\x14\xaeGqH@|\x01\x00\x00\x00\xbc\xf6@\xe9\x93\x06]\xc0\xe8z\x14\xaeGqH@\xfe'
1251,1265,FS-1421627,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,415,Caribou-Targhee National Forest,26,56-06,BEZ7,BITCH CREEK,,,,,,2005,2453603.5,233,2000,1,Lightning,2453604.5,234,1100,0.25,A,43.96527778,-111.1327778,13,STATE OR PRIVATE,ID,43,43,Fremont,b'\x00\x01\xad\x10\x00\x00\x10\xaf_n\x7f\xc8[\xc0\xf0S\xe88\x8e\xfbE@\x10\xaf_n\x7f\xc8[\xc0\xf0S\xe88\x8e\xfbE@|\x01\x00\x00\x00\x10\xaf_n\x7f\xc8[\xc0\xf0S\xe88\x8e\xfbE@\xfe'
1252,1266,FS-1421630,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,94,1-063,BE0W,719,,,,,,2005,2453604.5,234,1439,1,Lightning,2453604.5,234,2048,0.5,B,43.55527778,-121.1669444,5,USFS,OR,37,37,Lake,b'\x00\x01\xad\x10\x00\x00 \x83\xbb7\xafJ^\xc0\xd8\xa5\xa0W\x13\xc7E@ \x83\xbb7\xafJ^\xc0\xd8\xa5\xa0W\x13\xc7E@|\x01\x00\x00\x00 \x83\xbb7\xafJ^\xc0\xd8\xa5\xa0W\x13\xc7E@\xfe'
1253,1267,FS-1421632,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,96,1-065,BE0W,726,,,,,,2005,2453604.5,234,1644,1,Lightning,2453605.5,235,1700,0.1,A,43.69,-121.2697222,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\xe0y\xfc CQ^\xc0\xc0\x1e\x85\xebQ\xd8E@\xe0y\xfc CQ^\xc0\xc0\x1e\x85\xebQ\xd8E@|\x01\x00\x00\x00\xe0y\xfc CQ^\xc0\xc0\x1e\x85\xebQ\xd8E@\xfe'
1254,1268,FS-1421633,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,89,89,BE0W,661,,,,,,2005,2453603.5,233,1912,1,Lightning,2453604.5,234,1349,0.1,A,43.55916667,-121.1833333,5,USFS,OR,37,37,Lake,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbbK^\xc0\xe8T\x00\xc6\x92\xc7E@x'\xb8\xbb\xbbK^\xc0\xe8T\x00\xc6\x92\xc7E@|\x01\x00\x00\x00x'\xb8\xbb\xbbK^\xc0\xe8T\x00\xc6\x92\xc7E@\xfe"""
1255,1269,FS-1421634,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,58,58,BE0W,444,,,,,,2005,2453582.5,212,1807,1,Lightning,2453584.5,214,1200,0.3,B,43.80972222,-121.0405556,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\xbc\xf7Xv\x98B^\xc0P\xdfJ\xfa\xa4\xe7E@\xbc\xf7Xv\x98B^\xc0P\xdfJ\xfa\xa4\xe7E@|\x01\x00\x00\x00\xbc\xf7Xv\x98B^\xc0P\xdfJ\xfa\xa4\xe7E@\xfe'
1256,1270,FS-1421635,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,78,78,B4PY,628,,,,,,2005,2453603.5,233,1341,4,Campfire,2453603.5,233,1838,0.5,B,43.995,-121.4933333,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\x1c\x98\xf5\xc5\x92_^\xc0\x98\xc2\xf5(\\\xffE@\x1c\x98\xf5\xc5\x92_^\xc0\x98\xc2\xf5(\\\xffE@|\x01\x00\x00\x00\x1c\x98\xf5\xc5\x92_^\xc0\x98\xc2\xf5(\\\xffE@\xfe'
1257,1271,FS-1421636,FED,FS-FIRESTAT,FS,USKSPSF,Pike San Isabel National Forest and Grasslands,212,Pike San Isabel National Forest and Grasslands,8,3,BR3L,COTTONWOOD STUMP,,,,,,2005,2453508.5,138,1030,4,Campfire,2453508.5,138,1100,0.1,A,37.14083333,-101.8105556,5,USFS,KS,,,,b'\x00\x01\xad\x10\x00\x00\x9crm$\xe0sY\xc0\xc0D\x99\xd3\x06\x92B@\x9crm$\xe0sY\xc0\xc0D\x99\xd3\x06\x92B@|\x01\x00\x00\x00\x9crm$\xe0sY\xc0\xc0D\x99\xd3\x06\x92B@\xfe'
1258,1272,FS-1421637,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,63,12,BX0F,MONESTARY,,,,,,2005,2453554.5,184,1010,9,Miscellaneous,2453554.5,184,1319,0.25,A,36.37611111,-106.3761111,5,USFS,NM,39,39,Rio Arriba,"b'\x00\x01\xad\x10\x00\x00,GU4\x12\x98Z\xc0h\x8e\xaah$0B@,GU4\x12\x98Z\xc0h\x8e\xaah$0B@|\x01\x00\x00\x00,GU4\x12\x98Z\xc0h\x8e\xaah$0B@\xfe'"
1259,1273,FS-1421640,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,78,13,BEY5,POWERLINE,,,,,,2005,2453563.5,193,1535,1,Lightning,2453563.5,193,1920,0.1,A,36.22361111,-106.7597222,5,USFS,NM,39,39,Rio Arriba,b'\x00\x01\xad\x10\x00\x00p<\xf2I\x9f\xb0Z\xc0x<\xf2I\x9f\x1cB@p<\xf2I\x9f\xb0Z\xc0x<\xf2I\x9f\x1cB@|\x01\x00\x00\x00p<\xf2I\x9f\xb0Z\xc0x<\xf2I\x9f\x1cB@\xfe'
1260,1274,FS-1421645,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,604,Malheur National Forest,70,EC 20,BL4P,LITTLE HILL,,,,,,2005,2453590.5,220,1024,1,Lightning,2453590.5,220,1919,0.7,B,44.06694444,-118.8927778,5,USFS,OR,25,25,Harney,b'\x00\x01\xad\x10\x00\x00\x80\xeciE#\xb9]\xc0\x809\xaa\xa2\x91\x08F@\x80\xeciE#\xb9]\xc0\x809\xaa\xa2\x91\x08F@|\x01\x00\x00\x00\x80\xeciE#\xb9]\xc0\x809\xaa\xa2\x91\x08F@\xfe'
1261,1275,FS-1421647,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,20,11,BEW8,FARMINGDALE DAM,,,,,,2005,2453589.5,219,1715,1,Lightning,2453589.5,219,1745,0.53,B,43.9325,-102.8938889,5,USFS,SD,103,103,Pennington,b'\x00\x01\xad\x10\x00\x00\xb03\xbfy5\xb9Y\xc0\x98\xc2\xf5(\\\xf7E@\xb03\xbfy5\xb9Y\xc0\x98\xc2\xf5(\\\xf7E@|\x01\x00\x00\x00\xb03\xbfy5\xb9Y\xc0\x98\xc2\xf5(\\\xf7E@\xfe'
1262,1276,FS-1421649,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,618,Willamette National Forest,5,MF-5,BE1A,PINE CREEK,,,,,,2005,2453517.5,147,1800,1,Lightning,2453518.5,148,1400,0.1,A,43.53527778,-122.4275,5,USFS,OR,39,39,Lane,b'\x00\x01\xad\x10\x00\x00\x8c\xc2\xf5(\\\x9b^\xc0\x18\xb0w\xfb\x83\xc4E@\x8c\xc2\xf5(\\\x9b^\xc0\x18\xb0w\xfb\x83\xc4E@|\x01\x00\x00\x00\x8c\xc2\xf5(\\\x9b^\xc0\x18\xb0w\xfb\x83\xc4E@\xfe'
1263,1277,FS-1421650,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,905,Mark Twain National Forest,1,WS-05-01,BJ5G,POWERLINE,,,,,,2005,2453392.5,22,1245,9,Miscellaneous,2453392.5,22,1547,11,C,37.02166667,-92.11472222,5,USFS,MO,67,67,Douglas,b'\x00\x01\xad\x10\x00\x00\x90\xc1\xdd\x9bW\x07W\xc0 \x883\xf9\xc5\x82B@\x90\xc1\xdd\x9bW\x07W\xc0 \x883\xf9\xc5\x82B@|\x01\x00\x00\x00\x90\xc1\xdd\x9bW\x07W\xc0 \x883\xf9\xc5\x82B@\xfe'
1264,1278,FS-1421651,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,19,10,BEW8,HAY CANYON BUTTE,,,,,,2005,2453607.5,237,1630,1,Lightning,2453607.5,237,1800,2.9,B,43.28111111,-103.0483333,5,USFS,SD,47,47,Fall River,b'\x00\x01\xad\x10\x00\x00\x08\xea\xad\xe4\x17\xc3Y\xc0\x08\xff\xe7r\xfb\xa3E@\x08\xea\xad\xe4\x17\xc3Y\xc0\x08\xff\xe7r\xfb\xa3E@|\x01\x00\x00\x00\x08\xea\xad\xe4\x17\xc3Y\xc0\x08\xff\xe7r\xfb\xa3E@\xfe'
1265,1279,FS-1421652,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,15,504-114,BE07,BARRICADE,,,,,,2005,2453583.5,213,1335,1,Lightning,2453585.5,215,1700,1,B,44.81416667,-118.5302778,5,USFS,OR,23,23,Grant,b'\x00\x01\xad\x10\x00\x00L\xb96\x12\xf0\xa1]\xc0`\x92\n\x9d6hF@L\xb96\x12\xf0\xa1]\xc0`\x92\n\x9d6hF@|\x01\x00\x00\x00L\xb96\x12\xf0\xa1]\xc0`\x92\n\x9d6hF@\xfe'
1266,1280,FS-1421656,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,905,Mark Twain National Forest,4,WS-05-02,BJ8B,TWIN KNOBS,,,,,,2005,2453396.5,26,1530,7,Arson,2453396.5,26,1825,20,C,36.92194444,-92.25388889,14,MISSING/NOT SPECIFIED,MO,67,67,Douglas,b'\x00\x01\xad\x10\x00\x00\x88\xd7/\xb7?\x10W\xc0\xc0C\x81F\x02vB@\x88\xd7/\xb7?\x10W\xc0\xc0C\x81F\x02vB@|\x01\x00\x00\x00\x88\xd7/\xb7?\x10W\xc0\xc0C\x81F\x02vB@\xfe'
1267,1281,FS-1421659,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,16,505-115,BE07,FRAZIER,,,,,,2005,2453583.5,213,1410,1,Lightning,2453583.5,213,1830,0.1,A,45.14777778,-118.5991667,5,USFS,OR,59,59,Umatilla,b'\x00\x01\xad\x10\x00\x004 )\xbfX\xa6]\xc0\x80\x16\xdea\xea\x92F@4 )\xbfX\xa6]\xc0\x80\x16\xdea\xea\x92F@|\x01\x00\x00\x004 )\xbfX\xa6]\xc0\x80\x16\xdea\xea\x92F@\xfe'
1268,1282,FS-1421660,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,905,Mark Twain National Forest,6,WS-05-03,BKF0,OLD HONNIC CAMP,,,,,,2005,2453416.5,46,1240,7,Arson,2453416.5,46,1536,43,C,36.96305556,-92.0325,5,USFS,MO,91,91,Howell,b'\x00\x01\xad\x10\x00\x00\xacG\xe1z\x14\x02W\xc007\x93gE{B@\xacG\xe1z\x14\x02W\xc007\x93gE{B@|\x01\x00\x00\x00\xacG\xe1z\x14\x02W\xc007\x93gE{B@\xfe'
1269,1283,FS-1421661,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,604,Malheur National Forest,73,EC 23,BL4P,#2188,,,,,,2005,2453590.5,220,1845,1,Lightning,2453591.5,221,800,0.1,A,43.92416667,-119.2486111,5,USFS,OR,25,25,Harney,b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9\xcf]\xc0\x08\xda\xeb\x17K\xf6E@\xd0\xb7\x92>\xe9\xcf]\xc0\x08\xda\xeb\x17K\xf6E@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9\xcf]\xc0\x08\xda\xeb\x17K\xf6E@\xfe'
1270,1284,FS-1421663,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,618,Willamette National Forest,10,MF-6,BE1A,GROUND HOG,,,,,,2005,2453517.5,147,1705,1,Lightning,2453518.5,148,1500,0.1,A,43.57805556,-122.3388889,5,USFS,OR,39,39,Lane,b'\x00\x01\xad\x10\x00\x00\xc4\xe1\x06[\xb0\x95^\xc0P\xbc~\xb9\xfd\xc9E@\xc4\xe1\x06[\xb0\x95^\xc0P\xbc~\xb9\xfd\xc9E@|\x01\x00\x00\x00\xc4\xe1\x06[\xb0\x95^\xc0P\xbc~\xb9\xfd\xc9E@\xfe'
1271,1285,FS-1421664,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,4,502,BEY1,SOUTH FORK,,,,,,2005,2453506.5,136,1700,1,Lightning,2453509.5,139,1130,20,C,33.11583333,-107.8969444,5,USFS,NM,17,17,Grant,b'\x00\x01\xad\x10\x00\x00@\x08\xa7\x89g\xf9Z\xc0\x88\x11f\xa0\xd3\x8e@@@\x08\xa7\x89g\xf9Z\xc0\x88\x11f\xa0\xd3\x8e@@|\x01\x00\x00\x00@\x08\xa7\x89g\xf9Z\xc0\x88\x11f\xa0\xd3\x8e@@\xfe'
1272,1286,FS-1421666,FED,FS-FIRESTAT,FS,USORMHF,Mt. Hood National Forest,606,Mt. Hood National Forest,15,509,BE01,DRY CREEK,,,,,,2005,2453577.5,207,1028,4,Campfire,2453577.5,207,1635,0.3,B,45.00527778,-121.7611111,5,USFS,OR,5,5,Clackamas,b'\x00\x01\xad\x10\x00\x00\x9c\x84_\x0b\xb6p^\xc0p?:\xf1\xac\x80F@\x9c\x84_\x0b\xb6p^\xc0p?:\xf1\xac\x80F@|\x01\x00\x00\x00\x9c\x84_\x0b\xb6p^\xc0p?:\xf1\xac\x80F@\xfe'
1273,1287,FS-1421667,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,618,Willamette National Forest,11,MF-7,BE1A,COUGAR,,,,,,2005,2453518.5,148,1400,1,Lightning,2453521.5,151,1400,0.2,A,43.46638889,-122.3252778,5,USFS,OR,39,39,Lane,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1\x94^\xc0P\xe2\x92\xa1\xb2\xbbE@\xc8\xcd\xe4Y\xd1\x94^\xc0P\xe2\x92\xa1\xb2\xbbE@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1\x94^\xc0P\xe2\x92\xa1\xb2\xbbE@\xfe'
1274,1288,FS-1421669,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,18,1,BEW8,PASTURE 1N,,,,,,2005,2453607.5,237,1630,1,Lightning,2453607.5,237,2100,101,D,42.98361111,-104.0255556,5,USFS,NE,165,165,Sioux,b'\x00\x01\xad\x10\x00\x00\x94\x9b\xc9\xb3\xa2\x01Z\xc0X\xb7\x06\xf8\xe6}E@\x94\x9b\xc9\xb3\xa2\x01Z\xc0X\xb7\x06\xf8\xe6}E@|\x01\x00\x00\x00\x94\x9b\xc9\xb3\xa2\x01Z\xc0X\xb7\x06\xf8\xe6}E@\xfe'
1275,1289,FS-1421671,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,17,506-116,BE07,MATLOCK,,,,,,2005,2453583.5,213,1430,1,Lightning,2453583.5,213,1847,0.1,A,45.06527778,-119.1744444,5,USFS,OR,49,49,Morrow,b'\x00\x01\xad\x10\x00\x0041\x03\x19*\xcb]\xc0\xb8 \xb5\x05[\x88F@41\x03\x19*\xcb]\xc0\xb8 \xb5\x05[\x88F@|\x01\x00\x00\x0041\x03\x19*\xcb]\xc0\xb8 \xb5\x05[\x88F@\xfe'
